label,text
0,"energy ПАО «Сургутнефтегаз» занимается разведкой месторождений, добычей, транспортировкой, переработкой и реализацией нефти и природного газа из региона Западной Сибири, а также эксплуатацией нефтяных и газовых месторождений, добычей жидких углеводородов и производством пропана, топочного мазута, моторного топлива и основных сортов нефтяного битума. Сургутнефтегаз занимал 12-ю строчку в рейтинге крупнейших компаний-инвесторов России по версии Forbes в 2022 году, у компании одно из крупнейших нефтегазовых производств в стране. Ведет деятельность по разведке и добыче углеводородного сырья. Месторождения расположены в трех нефтегазоносных провинциях — Западно-Сибирской, Восточно-Сибирской и Тимано-Печорской. На компанию приходится более 11% добытой нефти в России, и производство более 6,5% отечественных нефтепродуктов. "
0,"energy ПАО «Татнефть» занимается разведкой, добычей, переработкой и поставкой на рынок сырой нефти. Компания владеет розничной сетью автозаправочных станций, а также экспортирует часть своей нефтехимической продукции в страны бывшего Советского Союза и Европы. Татнефть — одна из крупнейших российских нефтяных компаний, занимается разведкой месторождений, добычей, переработкой и поставкой на рынок нефтепродуктов. Ключевые активы и производственные объекты компании находятся в Татарстане, также ведется разработка месторождений в Калмыкии, Оренбургской, Ульяновской и Самарской областях, Ненецком автономном округе.   Татнефть имеет собственную сеть АЗС, которая насчитывает более 800 станций на территории России, Белоруссии и Узбекистана."
0,"energy ПАО «Транснефть» является монопольным оператором нефтепроводов в России. Сеть ее трубопроводов тянется от Восточной Сибири до западной границы страны. «Транснефть» — российская транспортная монополия, оператор магистральных нефтепроводов России.  Основные направления деятельности: - транспортировка нефти и нефтепродуктов по трубопроводной системе на территории России и за её пределами; - диагностические, профилактические и аварийно-восстановительные работы; - координация деятельности по комплексному развитию сети магистральных трубопроводов и других объектов трубопроводного транспорта."
0,"energy ПАО НК «РуссНефть» занимается разведкой и добычей нефти и газа. Компания обслуживает клиентов по всей территории России. "
0,"financial  МТС Банк — цифровой коммерческий банк с более чем 30-летней историей, оказывает широкий спектр услуг частным лицам и компаниям. Входит в число 30 крупнейших банков России по величине активов.   В своей стратегии МТС Банк делает ставку на быстрый рост розничного бизнеса и услуг для малого и среднего предпринимательства, а также на сочетание удобства и функциональности цифровых каналов с физической доступностью своих офисов по всей России. Сайт МТС Банка — победитель конкурса «Рейтинг Рунета — 2023». Клиентская база банка насчитывает почти 4 млн пользователей."
0,"financial  СПБ Биржа является крупнейшим организатором торгов иностранными ценными бумагами в России. В группу СПБ Биржи входят несколько участников, которые позволяют компании оказывать наиболее полный комплекс финансовых услуг клиентам: банк, депозитарий, клиринговый центр и центральный контрагент.  В 2022 году инвесторы заключили на СПБ Бирже около 115 млн сделок с иностранными акциями и депозитарными расписками. На ней торгуется более 2 300 ценных бумаг из России, Гонконга, США и Европы. По итогам 2022 года СПБ Биржа показала рост чистой прибыли в 10,3 раза."
0,"financial ПАО «Банк Санкт-Петербург» предлагает разнообразные банковские услуги корпоративным и частным клиентам. "
0,"financial ПАО «ЭсЭфАй» - инвестиционная холдинговая компания, которая предоставляет лизинговые, страховые и финансовые услуги компаниям сектора услуг в России. ПАО «ЭсЭфАй» - инвестиционная холдинговая компания, которая предоставляет лизинговые, страховые и финансовые услуги компаниям сектора услуг в России."
0,"health_care Мать и дитя — сеть медучреждений под управлением кипрской компании MD Medical, является одним из лидеров российского рынка частных медицинских услуг. Компания была создана в 2006 году акушером-гинекологом Марком Курцером и сейчас занимает ведущее место в России в сфере женского и детского здоровья.  В активы компании входят 11 высокотехнологичных госпиталей, 44 клиники и 1 медицинский университет. Медицинские учреждения специализируются на широком спектре медицинской помощи, оказывая услуги как в области репродуктивной медицины, женского здоровья и педиатрии, так и в лечении социально-значимых заболеваний, в том числе онкологии и кардиологии. По итогам 2022 года заняла вторую строчку в рейтинге Forbes «20 крупнейших медицинских компаний — 2022» с выручкой 25 млрд рублей. Мать и дитя — один из лидеров российского рынка частных медицинских услуг. Компания была создана в 2006 году акушером-гинекологом Марком Курцером и сейчас занимает ведущее место в России в сфере женского и детского здоровья.  В активы компании входят 11 высокотехнологичных госпиталей, 44 клиники и 1 медицинский университет. Медицинские учреждения специализируются на широком спектре медицинской помощи, оказывая услуги как в области репродуктивной медицины, женского здоровья и педиатрии, так и в лечении социально-значимых заболеваний, в том числе онкологии и кардиологии. По итогам 2022 года заняла вторую строчку в рейтинге Forbes «20 крупнейших медицинских компаний — 2022» с выручкой 25 млрд рублей."
0,"industrials  ЕвроТранс управляет сетью АЗС в Москве и Московской области под брендом ТРАССА."
0,"industrials  Совкомфлот — крупнейшая судоходная компания России, один из мировых лидеров в области морской транспортировки сжиженного газа, сырой нефти и нефтепродуктов, а также обслуживания и обеспечения морской добычи углеводородов. Рыночная доля компании по морским перевозкам энергоносителей в 2023 году приблизилась к 20%, тогда как в 2021-м была на уровне 5%.  Компания принимает участие в развитии десяти крупномасштабных энергетических проектов в тяжелых климатических условиях: восемь из них располагаются в России, по одному — в Индонезии и Канаде."
0,"industrials Globaltrans Investment PLC предлагает услуги ж/д грузоперевозок в России, странах СНГ и странах Балтики. Компания сдает в аренду ж/д цистерны и предлагает вспомогательные услуги клиентам, работающим в сфере металлургии и горно-добывающей промышленности, в сфере производства нефтепродуктов и в других отраслях. "
0,"industrials ПАО «Глобалтрак Менеджмент» предоставляет услуги по транспортировке грузов на дальние дистанции, в том числе с соблюдением требуемого температурного режима, а также услуги по управлению цепочкой поставок. Компания обслуживает клиентов в России. "
0,"industrials ПАО «Дальневосточное морское пароходство» - российская транспортно-логистическая компания, занимающаяся перевозкой грузов водным, железнодорожным и автомобильным транспортом, формированием портовой и наземной инфраструктуры. Компания предлагает комплексные решения по контейнерной, общей и проектной грузоперевозке. "
0,"industrials ПАО «Научно-производственная корпорация Объединенная Вагонная Компания» оказывает инженерные и транспортные услуги: производит железнодорожные вагоны, управляет транспортным сообщением, предоставляет лизинговые услуги. "
0,"industrials ПАО «Новороссийский морской торговый порт» (далее - НМТП) владеет и управляет крупнейшим в Новороссийске портом на Черном море. НМТП обрабатывает, загружает и разгружает грузы,          обрабатывает грузы с сырой нефтью, а также обслуживает сухие грузы (металлы, цемент, сахар, зерновые). "
0,"industrials ПАО «Яковлев» занимается производством гражданских и военные летательных аппаратов, в том числе многоцелевых боевых самолётов Су-30МК, учебных истребителей Су-27УБК, усовершенствованных версий Су-27 и Су-30, транспортных самолётов-амфибий Бе-200. ПАО Яковлев обеспечивает полный цикл работ по обслуживанию гражданской авиационной техники нового поколения. Основными проектами «Яковлева» являются современные отечественные гражданские авиалайнеры – региональный самолет SJ-100, а также среднемагистральный МС-21."
0,"it  Группа Астра — один из лидеров российского IT-рынка и ведущий производитель защищенного инфраструктурного ПО среди отечественных разработчиков. Компания развивает собственную экосистему из более чем 21-го IT-решения с флагманским продуктом — операционной системой Astra Linux.  Это первая публичная компания на российском рынке инфраструктурного ПО и бенефициар ухода иностранных разработчиков из России. Продукты и сервисы компании уже активно используются в ключевых отраслях экономики: транспорте, промышленности, образовании, а также в государственном и финансовом секторах. "
0,"it  Делимобиль — российский сервис краткосрочной аренды автомобилей, запущенный в 2015 году. Делимобиль работает в ряде городов России."
0,"materials  Segezha Group — ведущий лесопромышленный холдинг в РФ, сформированный в 2014 году. Объединяет 50 предприятий лесной, деревообрабатывающей и целлюлозно-бумажной промышленности в 13 странах. Компания фокусируется на экологичной технологии переработки древесины и безотходном использовании сырья.  Занимает второе место в Европе по объему производства бумажных мешков, третье место в мире по объему производства коричневой мешочной бумаги и пятое место в мире по объему производства большеформатной березовой фанеры."
0,"materials  Южуралзолото Группа Компаний (ЮГК) — одна из крупнейших золотодобывающих компаний России: №2 по объему ресурсов золота и №4 по производству золота в стране.  ЮГК ведет добычу в России в двух хабах — Уральском (Челябинская область) и Сибирском (Красноярский край, Хакасия). Добытая руда перерабатывается на собственных предприятиях. Оцененные, выявленные и предполагаемые ресурсы ЮГК составляют 40,7 млн унций золотого эквивалента, что является достаточным для обеспечения стабильной работы на протяжении не менее 30 лет.  За счет реализации инвестиционной программы ЮГК планирует увеличить объемы производства золота более чем на 60% к 2026 году и войти в тройку крупнейших золотодобытчиков в России."
0,"materials ОАО «Магнитогорский металлургический комбинат» работает в области стального производства. Компания производит товары черной металлургии, горяче- и холоднокатаную сталь, а также строительное оборудование и различные потребительские товары. ММК входит в число крупнейших мировых производителей стали, является одним из лидеров среди предприятий черной металлургии в России. Активы компании представляют собой крупный металлургический комплекс с полным производственным циклом, при этом в структуре производства преобладает продукция с высокой добавленной стоимостью.  Компания ориентирована на реализацию своей продукции в основном на внутреннем рынке и в странах СНГ. На страны Ближнего Востока и Азии приходится около 19%, на страны Европы — 7%. В числе крупнейших проектов, реализуемых в настоящее время на ММК, — строительство комплекса коксовой батареи №12, производительность которой составит 2,5 млн тонн сухого кокса в год, стоимость реализации проекта — около 67 млрд рублей."
0,"materials ОАО «Объединённая компания РУСАЛ» - ведущий производитель алюминия, который предлагает первичный алюминий, сплавы и продукцию с добавленной стоимостью, такую как листовые и круглые слитки, фольгу и упаковочные материалы. РУСАЛ — российская алюминиевая компания, один из лидеров отрасли, контролирующий около 6% мирового производства алюминия и 6% глинозема. Для выпуска более 90% алюминия компания использует электроэнергию из возобновляемых источников, а внедрение инновационных и энергосберегающих технологий позволяет снижать выбросы парниковых газов на всех производственных этапах.  В активы РУСАЛа входят предприятия по добыче бокситов и нефелиновой руды, производству глинозема, алюминия и сплавов, энергоактивов. Деятельность компании имеет широкий географический охват: на пяти континентах в 19 странах мира на предприятиях работает более 75 тысяч человек."
0,"materials ПАО «Акрон» - это вертикально-интегрированная российская компания по производству широкого ассортимента минеральных удобрений: NPK и смешанные удобрения, а также азотные удобрения, например, мочевина, аммиачная селитра и мочевино-аммониевый нитрат. "
0,"materials ПАО «Алроса» занимается разведкой, добычей, обработкой и продажей неограненных алмазов, реализуя их в Бельгии, Индии, Израиле, Российской Федерации, Объединенных Арабских Эмиратах, Китае и так далее. АЛРОСА — крупнейшая в мире алмазодобывающая компания, занимается обработкой, продажей алмазов, производством бриллиантов. На компанию приходится более 25% мировой добычи алмазов. Ключевые добывающие активы расположены в Якутии и Архангельской области.  Компания имеет активную поддержку от государства: новый флагманский проект строительства подземного рудника на месторождении «Мир» в Якутии получит господдержку. "
0,"materials ПАО «Ашинский металлургический завод» производит сталь, а именно: толстолистовой прокат, нержавеющую сталь, а также столовые приборы из нержавеющей стали, кухонную утварь и термосы. "
0,"materials ПАО «ГМК Норильский Никель» производит никель, палладий, платину и медь, различные побочные продукты, например, кобальт, родий, серебро, золото, иридий, рутений, селен, теллур и серу. Норникель — российская горно-металлургическая компания, мировой лидер по производству никеля, палладия и платины. Продуктовая линейка компании построена в соответствии с мировым спросом на металлы, что обеспечивает ее востребованность на рынке.   Продукция компании поставляется в 34 страны. К 2030 году Норникель планирует реализовать амбициозную стратегию по увеличению производства никеля и меди относительно 2017 года на 25—35%, а металлов платиновой группы — на 50—60%."
0,"materials ПАО «Корпорация ВСМПО-АВИСМА», также известная как ВСМПО, занимается производством заготовок из титана, алюминиевых сплавов, нержавеющей стали и высокопроцентного ферротитана. Заготовки включают в себя слитки, трубы, листы и плиты. "
0,"materials ПАО «Мечел» участвует в 4 сегментах бизнеса, включающих горнодобычу, производство стали, ферросплавов и энергии.  Его предприятия занимаются производством угля, железнорудного концентрата, никеля, стали, феррохрома, ферросицилия, прокатных и скобяных изделий, электрической и тепловой энергии. "
0,"materials ПАО «Новолипецкий металлургический комбинат» - это вертикально-интегрированная сталелитейная компания, которая производит плоский и сортовой прокат, использующийся в различных отраслях, от строительства и машиностроения до производства оборудования для выработки электроэнергии и береговых ветряных мельниц. НЛМК — одна из крупнейших в мире металлургических компаний, производящая 19% мировых стальных заготовок. Компания добывает сырье и производит сталь в низкозатратных регионах, изготовление готовой продукции осуществляется в непосредственной близости от основных потребителей в России, Северной Америке и странах ЕС.  Общие мощности по производству продукции превышают 17 млн тонн, на собственных активах перерабатывается до 90% всей производимой стали. Благодаря увеличению цен реализации и повышению доли готовой продукции в портфеле продаж НЛМК за 2021 год увеличил выручку на 75% относительно предыдущего года — до $16 млрд. Чистая прибыль компании выросла в 4 раза, до $5 млрд."
0,"materials ПАО «Полюс» - горнодобывающая компания, которая ведет разведку, разработку и добычу золота в России. ПАО «Полюс» — крупнейший производитель золота в России, входит в топ-5 ведущих мировых золотодобывающих компаний. Компания обладает значительными активами, включая 5 рудников в Западной и Восточной Сибири. «Полюс» занимает 1 место в мире по объему запасов золота в 108 млн унций, что является фундаментом для долгосрочного роста производства в будущем.   Конкурентное преимущество «Полюса» — наличие качественных месторождений с высоким содержанием золота, благодаря чему компания имеет одни из самых низких затрат на добычу среди мировых конкурентов.   Из 5 крупнейших проектов «Полюса» значительной перспективой обладает развитие проекта «Сухой лог» — месторождение с запасами в 40 млн унций золота является одним из крупнейших в мире и составляет 40% от запасов компании, его запуск ожидается к 2027 г."
0,"materials ПАО «Распадская» - это компактный интегрированный комплекс по добыче и обогащению угля, расположенный в Кемеровской области РФ. Распадская — один из лидеров среди производителей и экспортеров коксующегося угля в России, компания с 50-летней историей. Ключевые активы располагаются в Кемеровской области и республике Тыва, где находятся 8 шахт, 2 разреза и 3 обогатительные фабрики.  Среди клиентов компании — крупнейшие металлургические комбинаты России и Азии. А с 2022 года Распадская активно использует возможности для наращивания объемов поставок в Индию."
0,"materials ПАО «Северсталь» является сталелитейной и горнодобывающей компанией, которая имеет три основных рабочих дивизиона: «Северсталь Ресурс», «Северсталь Российская Сталь» и «Северсталь Интернэшнл». «Северсталь» — вертикально-интегрированная горно-металлургическая компания, создающая новые продукты и комплексные решения из стали вместе с клиентами и партнерами.   Компания контролирует все этапы создания стоимости – от добычи железной руды и выплавки стали до производства готовой продукции, дистрибуции, создания готовых комплексных решений для потребителей, а также сервисного обслуживания.   Продукция - это высококачественный металлопрокат, стальные трубы, метизы, железорудное сырье и здания из металлоконструкций.  Все активы «Северстали» расположены в России и включают в себя сталелитейные и прокатные производства в Череповце, завод по производству труб большого диаметра в Колпино, метизные компании, а также ресурсные активы, выпускающие широкий спектр железорудной продукции, в Белгородской, Мурманской областях и в Карелии."
0,"materials ПАО «Селигдар» занимается добычей, разведкой и переработкой золота, серебра и урана, в основном используя технологию кучного выщелачивания металлов. Активы компании расположены в нескольких регионах России, в том числе в Республике Саха (Якутия), Алтайском крае, Республике Бурятия и Оренбургской области. Селигдар — крупная горнодобывающая компания с более чем 45-летней историей. Занимается добычей золота, серебра, меди, является единственным производителем рудного олова в нашей стране. Входит в топ-10 крупнейших российских компаний по объемам годовой добычи золота.  Бизнес компании делится на два подразделения: золотой и оловодобывающий сегменты. Добыча ископаемых ведется в шести регионах России: золота — в Якутии, Алтайском крае, Бурятии, олова — в Хабаровском крае, также перспективные проекты компании находятся в Оренбургской области и на Чукотке."
0,"materials ПАО «ТМК» производит трубы, а именно нефтепромысловые трубы (OCTG) и трубы для магистральных трубопроводов и для промышленного использования, а также предлагает услуги в области термообработки, защитного покрытия, высококачественной прокладки соединений и складирования. Компания обслуживает клиентов по всему миру. ТМК — крупнейший производитель и экспортер трубной продукции в России, входит в топ-3 мировых производителей бесшовных труб. Деятельность компании охватывает разные сферы, от энергетики до машиностроения, но преимущественно ТМК работает с нефтегазовым сектором, который приносит ей около 80% выручки.   Помимо услуг, связанных с трубами и трубными решениями, компания предоставляет своим клиентам ремонтный сервис, инженерное сопровождение и другие сопутствующие услуги. У компании более 50 заводов и сервисных предприятий в разных регионах России."
0,"materials ПАО «ФосАгро» - вертикально интегрированный производитель фосфатных удобрений, а также кормового фосфата, высококачественных фосфоритов, аммиака и азотосодержащих удобрений. ФосАгро — крупнейший европейский производитель фосфорных удобрений и мировой лидер в производстве фосфатного сырья. Продуктовая линейка компании включает 50 марок удобрений, которые реализуются в 100 странах по всему миру для сельскохозяйственной отрасли: ключевыми рынками сбыта, кроме России и стран СНГ, выступают страны Европы, Азии, Африки, Северной и Южной Америки.  Компания имеет собственную логистическую инфраструктуру, которая включает два портовых терминала, а также крупнейшую в стране сеть дистрибуции минеральных удобрений и кормовых фосфатов. За 12 месяцев 2022 года нарастила выпуск агрохимической продукции на 5%, до рекордных 11 млн тонн."
0,"other  Европлан – лизинговая компания, которая финансирует для юридических и физических лиц приобретение автомобилей в лизинг."
0,"real_estate  ГК Самолет — одна из крупнейших федеральных корпораций в сфере PropTech и девелопмента. Портфель компании включает 43 проекта, а земельный банк составляет более 28 млн кв. м. Группа входит в число системообразующих организаций российской экономики и занимает первое место в Москве по объемам текущего строительства и второе место в России. Компания активно развивает свою онлайн-платформу, фонды коммерческой и арендной недвижимости и другие."
0,"real_estate Etalon Group PLC строит жилую недвижимость в России. Компания реализует крупные жилые проекты с ориентиром на средний и бизнес-класс ценовые сегменты рынка. Проекты Etalon находятся в пригородных или вновь заселяемых районах за пределами центров городов рядом с такими учреждениями, как детсады, школы и больницы. "
1,"real_estate ПАО «Группа Компаний ПИК» занимается строительством объектов жилой недвижимости, продает готовое жилье и осуществляет поддержку своего жилья как самостоятельно, так и с помощью других компаний. В основном группа работает в Московской области. ГК ПИК — крупнейшая российская строительная компания, занимается девелопментом и обслуживанием доступного панельного жилья. С 1994 года ПИК построила 30 млн м² жилья, обеспечив квартирами 2 млн человек.   В 2021 году ПИК вывела в продажу 22 новых проекта и 152 новых корпуса, а также ввела в эксплуатацию более 3 млн м² жилья. Компания реализовала недвижимость на сумму 451 млрд рублей. В этом же году ПИК запустила под собственным брендом производство мебели, которой будут комплектоваться квартиры в собственных проектах. Текущая мощность производства — 23 тысячи кухонь и 20 тысяч комплектов систем хранения в год."
0,"telecom ОАО «РБК» - медиахолдинг, специализирующийся на новостном контенте и информации для бизнеса, которую распространяет через Интернет, посредством телевещания и печатных изданий; основной платформой холдинга является Интернет. Компания управляет работой универсальных деловых и развлекательных порталов, круглосуточных телеканалов для бизнеса. "
0,"utilities ОАО «Межрегиональная распределительная сетевая компания Урала» - интегрированная энергетическая компания, которая через дочерние предприятия занимается производством и поставками электроэнергии промышленным и бытовым потребителям. ПАО «Россети Урал» - российская электросетевая компания. Она работает на территории Свердловской, Челябинской областей, а также Пермского края."
0,"utilities ОАО «Территориальная генерирующая компания № 14» занимается выработкой тепловой и электрической энергии, а также её поставкой потребителям на территории бывшей Читинской области. "
0,"utilities ОАО «Федеральная сетевая компания Единой энергетической системы» осуществляет передачу электроэнергии на дальние расстояния, эксплуатируя единую систему передачи электроэнергии, включая высоковольтные линии электропередач России. Компания обслуживает региональные распределительные компании, поставщиков электроэнергии и крупные промышленные предприятия. "
0,"utilities ПАО «Интер РАО ЕЭС» - диверсифицированная энергетическая холдинговая компания, которая владеет активами в России, Европе и странах СНГ, производит электрическую и тепловую энергию, осуществляет сбыт электроэнергии, ее продажу за границу, а также управление распределительными сетями за пределами России. Интер РАО — одна из ведущих российских энергетических компаний. Занимается производством и сбытом электрической и тепловой энергии, инжинирингом, проектированием и строительством энергообъектов. В активы компании входят 22 крупнейшие электростанции России суммарной установленной электрической мощностью 21,5 ГВт.  Компания занимает третье место в России как по установленной мощности, так и по выработке электроэнергии. Кроме того, Интер РАО — единственный оператор экспорта-импорта электроэнергии в России: поставки осуществляются в Казахстан, Грузию, Китай и другие страны."
0,"utilities ПАО «Ленэнерго» занимается производством и поставками электрической и тепловой энергии российским потребителям в Санкт-Петербурге и Ленинградской области. "
0,"utilities ПАО «Межрегиональная Распределительная Сетевая Компания Центра» (также известная как «МРСК Центра») занимается поставками электроэнергии, подключением новых потребителей к электросети, разработкой и установкой интеллектуальных измерительных систем и предоставлением других услуг в нескольких областях центральной европейской части России. Россети Центр осуществляет деятельность по передаче и распределению электроэнергии на российском рынке, в основном на территории Центрального федерального округа."
0,"utilities ПАО «Межрегиональная распределительная сетевая компания Северо-Запада» управляющая компания для нескольких российских электрораспределительных предприятий. Компания контролирует работу этих предприятий во время их реорганизации. "
0,"utilities ПАО «Московская объединенная электросетевая компания» обеспечивает подачу электроэнергии бытовым и промышленным потребителям Московской области в Российской Федерации. «Россети Московский регион» оказывает услуги по передаче электрической энергии и технологическому присоединению потребителей к электрическим сетям на территории г. Москвы и Московской области."
0,"utilities ПАО «РусГидро» вырабатывает электроэнергию. Компания владеет и управляет деятельностью сети гидроэлектростанций. Русгидро — крупнейшая в России и вторая в мире гидрогенерирующая компания по установленной мощности. Имеет в собственности более 60 гидроэлектростанций, среди наиболее значимых — крупнейшая в стране Саяно-Шушенская ГЭС, а также крупнейшая в Европе водно-транспортная сеть, включающая девять станций Волжско-Камского каскада.   Компания занимается производством энергии более чем на 600 объектах на основе возобновляемых источников — энергии водных потоков, солнца, ветра и геотермальной энергии. Деятельность компании охватывает 35% регионов России, преимущественно Сибирь."
0,"utilities ПАО «ТГК-1» занимается производством и поставками электрической и тепловой энергии в северо-западной части России. "
0,"utilities ПАО «Юнипро» вырабатывает электроэнергию и управляет сетью тепловых электростанций Юнипро — одна из крупнейших и наиболее эффективных компаний в секторе тепловой генерации электроэнергии в РФ. Основной вид деятельности — производство и продажа электрической энергии, мощности и тепловой энергии. Компания была создана в результате реформы РАО ЕЭС России. В состав Юнипро входит пять тепловых электрических станций общей мощностью 11 тысяч МВт."
1,"energy ОАО «Газпром» управляет системами трубопроводов, занимается разведкой месторождений и добычей газа, а также транспортировкой газа по газопроводам высокого давления по территории Российской Федерации и в европейские страны. Компания также занимается добычей и переработкой нефти, хранением природного газа и выработкой электро- и тепловой энергии. «Газпром» — глобальная энергетическая компания, кладовая мировых запасов природного газа. На нее приходится 12% мировой и 68% российской добычи газа.  Входит в четвёрку крупнейших российских производителей нефти и является самой прибыльной российской компанией в 2022 году по версии Forbes.  Газпром реализует более половины газа на внутреннем рынке, а также занимается его поставками в более чем 30 стран ближнего и дальнего зарубежья. В настоящее время компания активно реализует масштабные проекты по освоению газовых ресурсов арктического шельфа, Восточной Сибири и Дальнего Востока, а также ряд проектов по разведке и добыче углеводородов за рубежом."
